periodo,Índice total (desest.),Var. mensual total (%),Var. anual total (%),Índice construcción (desest.),Var. mensual construcción (%),Var. anual construcción (%),Índice maquinaria y equipo (desest.),Var. mensual maquinaria y equipo (%),Var. anual maquinaria y equipo (%),Índice residencial (desest.),Var. anual residencial (%),Índice no residencial (desest.),Var. anual no residencial (%),Índice maquinaria y equipo nacional (desest.),Var. anual maquinaria y equipo nacional (%),Índice equipo de transporte nacional (desest.),Var. anual equipo de transporte nacional (%),"Índice maquinaria, equipo y otros bienes nacionales (desest.)","Var. anual maquinaria, equipo y otros bienes nacionales (%)",Índice maquinaria y equipo importado (desest.),Var. anual maquinaria y equipo importado (%),Índice equipo de transporte importado (desest.),Var. anual equipo de transporte importado (%),"Índice maquinaria, equipo y otros bienes importados (desest.)","Var. anual maquinaria, equipo y otros bienes importados (%)",Índice total (original),Var. anual original total (%),Acumulado ene-mes total (%),Índice construcción (original),Var. anual original construcción (%),Acumulado ene-mes construcción (%),Índice residencial (original),Var. anual original residencial (%),Acumulado ene-mes residencial (%),Índice no residencial (original),Var. anual original no residencial (%),Acumulado ene-mes no residencial (%),Índice maquinaria y equipo (original),Var. anual original maquinaria y equipo (%),Acumulado ene-mes maquinaria y equipo (%)
Abr 09,80.15,-0.00743,-0.138357,100.19,0.0017,-0.06382,56.51,-0.025522,-0.272903,84.13,-0.153025,117.78,0.025065,57.21,-0.31238,32.83,-0.433086,84.9,-0.231257,56.36,-0.230265,49.6,-0.609572,57.18,-0.137687,77.83,-0.183658,-0.136782,99.02,-0.091476,-0.068317,88.34,-0.175856,-0.148596,110.78,-0.001622,0.008928,53.27,-0.330274,-0.252215
May 09,80.31,0.001996,-0.155521,101.86,0.016668,-0.076351,55.0,-0.026721,-0.294962,90.3,-0.120911,114.3,-0.033731,56.77,-0.300604,34.0,-0.41691,79.85,-0.258038,53.04,-0.300725,52.1,-0.549113,54.08,-0.231491,76.9,-0.167839,-0.143132,99.75,-0.076218,-0.069931,83.95,-0.120021,-0.143021,117.15,-0.038493,-0.001171,50.44,-0.321861,-0.266474
Jun 09,81.46,0.01432,-0.153046,101.31,-0.0054,-0.089594,58.42,0.062182,-0.252941,87.19,-0.145615,115.92,-0.040636,58.91,-0.282111,34.38,-0.438511,84.58,-0.200189,57.34,-0.235263,60.87,-0.449738,57.09,-0.188947,79.59,-0.137049,-0.142101,97.5,-0.084851,-0.072434,82.33,-0.143467,-0.143094,114.22,-0.032116,-0.006463,58.85,-0.222178,-0.258839
Jul 09,83.01,0.019028,-0.150358,101.62,0.00306,-0.082438,58.48,0.001027,-0.268085,90.18,-0.099371,114.61,-0.069497,61.15,-0.260402,40.92,-0.284615,83.01,-0.253641,57.48,-0.263832,64.88,-0.453136,55.73,-0.23131,85.14,-0.147833,-0.14299,106.37,-0.076569,-0.073069,92.46,-0.087356,-0.134867,121.68,-0.067372,-0.016147,60.55,-0.263561,-0.259584
Ago 09,81.09,-0.02313,-0.12722,100.26,-0.013383,-0.055665,58.63,0.002565,-0.239855,89.34,-0.089482,112.79,-0.02075,58.65,-0.291067,37.4,-0.390879,82.07,-0.229462,58.7,-0.193792,67.06,-0.370033,57.58,-0.160274,79.72,-0.129694,-0.141335,96.94,-0.059748,-0.07146,88.83,-0.099909,-0.130472,105.86,-0.019361,-0.016521,59.78,-0.236331,-0.256548
Sep 09,82.01,0.011345,-0.099385,100.8,0.005386,-0.038351,59.88,0.02132,-0.192557,91.32,-0.042466,111.81,-0.036287,60.76,-0.22272,39.21,-0.287738,84.03,-0.189369,58.57,-0.172389,70.23,-0.224834,57.05,-0.147617,81.26,-0.102793,-0.13711,99.29,-0.044002,-0.06848,99.33,-0.056157,-0.121688,99.24,-0.030291,-0.017888,60.37,-0.197101,-0.249922
Oct 09,81.53,-0.005853,-0.106129,97.85,-0.029266,-0.079145,62.19,0.038577,-0.154108,85.81,-0.147272,111.92,-0.013921,70.25,-0.109294,49.78,0.009327,90.0,-0.162791,57.97,-0.176446,69.88,-0.403653,57.02,-0.133566,85.65,-0.108184,-0.134098,101.69,-0.077223,-0.069383,85.33,-0.159145,-0.125521,119.71,-0.000751,-0.016104,67.07,-0.157729,-0.240189
Nov 09,81.32,-0.002576,-0.094029,97.68,-0.001737,-0.063022,61.84,-0.005628,-0.149147,86.32,-0.103448,111.1,-0.029016,62.58,-0.216281,50.13,-0.00713,71.72,-0.34232,61.05,-0.087035,72.63,-0.279035,60.47,-0.039091,85.27,-0.089871,-0.13002,99.24,-0.051968,-0.067828,83.98,-0.096017,-0.122994,116.04,-0.013768,-0.015887,69.09,-0.146616,-0.231119
Dic 09,83.19,0.022996,-0.029175,98.17,0.005016,-0.058773,64.12,0.036869,-0.082164,90.66,-0.031721,107.7,-0.079251,67.7,-0.105089,52.35,0.03336,84.37,-0.176476,61.77,-0.01247,84.29,-0.077285,59.48,-0.010151,94.71,-0.018854,-0.120374,109.89,-0.058677,-0.066999,97.44,-0.037059,-0.115661,123.59,-0.076791,-0.021702,77.14,0.054978,-0.208089
Ene 10,84.34,0.013824,0.033199,103.93,0.058674,0.018023,61.75,-0.036962,0.066494,95.35,0.130007,111.75,-0.06305,67.42,0.226934,47.84,0.498277,90.22,0.103879,59.1,-0.055005,67.14,0.353902,55.04,-0.10036,79.97,0.020156,0.020156,100.32,0.020965,0.020965,93.41,0.153922,0.153922,107.93,-0.080038,-0.080038,56.39,0.018238,0.018238
Feb 10,83.83,-0.006047,0.035194,100.03,-0.037525,-0.002692,65.15,0.055061,0.124245,89.11,0.065145,110.97,-0.052672,67.38,0.178384,45.6,0.284869,90.97,0.126145,63.52,0.068102,70.89,0.08777,62.53,0.068341,77.26,0.026575,0.0233,95.22,-0.010084,0.005606,85.71,0.06857,0.111442,105.7,-0.071014,-0.075595,56.46,0.106408,0.060521
Mar 10,86.09,0.026959,0.06613,101.46,0.014296,0.014397,68.97,0.058634,0.189343,88.89,0.027393,114.92,-0.00139,75.02,0.373741,48.42,0.382244,105.47,0.383758,64.18,0.061528,71.57,0.042838,63.24,0.075145,84.85,0.075548,0.041025,98.38,0.000407,0.003859,86.64,0.012504,0.077129,111.31,-0.009698,-0.054032,69.19,0.227426,0.118319
Abr 10,87.19,0.012777,0.087835,104.2,0.027006,0.040024,67.8,-0.016964,0.199788,92.86,0.103768,116.01,-0.015028,73.54,0.28544,55.06,0.677125,92.71,0.091991,63.3,0.123137,74.89,0.509879,62.15,0.086919,84.61,0.087113,0.052582,103.3,0.043224,0.013808,98.4,0.113878,0.086818,108.69,-0.018866,-0.045457,62.97,0.182091,0.134043
May 10,85.35,-0.021103,0.062757,98.86,-0.051248,-0.029452,69.93,0.031416,0.271455,81.13,-0.10155,117.59,0.028784,74.23,0.307557,49.36,0.451765,100.48,0.258359,66.4,0.251885,82.21,0.577927,64.54,0.193417,81.58,0.060858,0.054226,97.01,-0.027469,0.005432,75.98,-0.094937,0.050403,120.17,0.025779,-0.030852,63.71,0.263085,0.158467
Jun 10,85.92,0.006678,0.054751,100.5,0.016589,-0.007995,69.56,-0.005291,0.190688,84.75,-0.027985,116.91,0.00854,74.63,0.266848,52.59,0.529668,98.27,0.161859,64.79,0.129927,77.41,0.271727,63.89,0.11911,84.01,0.055535,0.054449,96.8,-0.007179,0.003344,79.92,-0.029272,0.037319,115.39,0.010243,-0.024006,69.2,0.175871,0.161616
Jul 10,84.21,-0.019902,0.014456,98.39,-0.020995,-0.031785,66.14,-0.049166,0.130985,84.62,-0.061654,113.27,-0.011692,71.87,0.175307,55.05,0.345308,90.68,0.092399,63.97,0.112909,73.1,0.126695,61.19,0.097972,86.14,0.011745,0.047862,103.13,-0.03046,-0.001826,87.42,-0.05451,0.023021,120.42,-0.010355,-0.021949,66.46,0.097605,0.151572
Ago 10,86.12,0.022681,0.06203,97.8,-0.005997,-0.024536,72.78,0.100393,0.241344,82.97,-0.071301,114.79,0.017732,75.1,0.280477,57.81,0.545722,93.79,0.142805,70.07,0.193697,74.78,0.115121,70.14,0.218131,85.2,0.068741,0.050497,94.66,-0.02352,-0.00448,81.89,-0.078127,0.009859,108.73,0.027111,-0.016262,74.24,0.241887,0.163686
Sep 10,87.06,0.010915,0.061578,98.45,0.006646,-0.023313,74.13,0.018549,0.237976,85.31,-0.065813,113.86,0.018335,76.28,0.255431,59.27,0.511604,95.68,0.138641,71.98,0.228957,75.2,0.070767,71.84,0.259246,85.98,0.058085,0.051362,96.37,-0.029409,-0.007256,91.41,-0.079734,-0.001522,101.84,0.026199,-0.0121,73.95,0.224946,0.170994
Oct 10,88.27,0.013898,0.082669,98.96,0.00518,0.011344,75.87,0.023472,0.219971,85.77,-0.000466,114.03,0.018853,79.76,0.135374,67.33,0.352551,90.38,0.004222,73.42,0.266517,82.88,0.186033,73.02,0.280603,91.56,0.069002,0.053254,103.31,0.015931,-0.004882,84.67,-0.007735,-0.002133,123.83,0.034417,-0.007181,77.95,0.162219,0.169967
Nov 10,88.48,0.002379,0.088047,97.73,-0.012429,0.000512,77.36,0.019639,0.25097,83.73,-0.030005,113.58,0.022322,79.25,0.266379,64.58,0.288251,90.72,0.264919,75.17,0.231286,88.75,0.221947,74.09,0.225236,94.9,0.112935,0.059011,101.27,0.020455,-0.002581,83.81,-0.002024,-0.002123,120.5,0.038435,-0.00294,87.51,0.266609,0.180364
Dic 10,89.43,0.010737,0.075009,98.15,0.004298,-0.000204,78.2,0.010858,0.219588,86.29,-0.048202,111.92,0.039183,83.17,0.228508,66.91,0.278128,100.51,0.1913,73.95,0.197183,74.97,-0.110571,75.15,0.26345,102.27,0.079823,0.061025,109.91,0.000182,-0.002329,92.24,-0.053366,-0.006885,129.36,0.046687,0.001531,93.43,0.211174,0.183668
Ene 11,91.21,0.019904,0.081456,100.1,0.019868,-0.036852,81.22,0.038619,0.315304,86.01,-0.097955,114.93,0.028456,82.63,0.225601,68.83,0.438754,100.06,0.109067,83.11,0.406261,93.89,0.398421,77.04,0.399709,85.72,0.071902,0.071902,95.21,-0.050937,-0.050937,83.41,-0.107055,-0.107055,108.21,0.002594,0.002594,74.73,0.325235,0.325235
Feb 11,88.95,-0.024778,0.061076,98.91,-0.011888,-0.011197,77.81,-0.041985,0.194321,85.11,-0.044888,113.68,0.024421,82.92,0.230632,64.67,0.418202,103.1,0.133341,73.67,0.159792,70.2,-0.009733,73.95,0.182632,81.96,0.060834,0.066463,94.36,-0.009032,-0.030531,83.21,-0.029168,-0.069786,106.64,0.008893,0.005711,67.59,0.197131,0.261143
Mar 11,88.44,-0.005734,0.027297,98.46,-0.00455,-0.029568,77.55,-0.003341,0.124402,82.35,-0.073574,115.51,0.005134,84.06,0.120501,71.29,0.472325,98.56,-0.065516,72.51,0.129791,72.83,0.017605,72.73,0.150063,87.07,0.026164,0.052338,94.74,-0.036999,-0.032696,79.87,-0.078139,-0.072509,111.11,-0.001797,0.003139,78.18,0.129932,0.211272
Abr 11,89.76,0.014925,0.029476,99.72,0.012797,-0.042994,78.96,0.018182,0.164602,87.42,-0.058583,113.1,-0.025084,82.25,0.118439,66.7,0.211406,99.15,0.069464,76.18,0.203476,76.68,0.023902,76.72,0.234433,86.27,0.019619,0.043864,98.04,-0.05092,-0.037435,91.38,-0.071341,-0.072194,105.38,-0.030454,-0.005281,72.64,0.153565,0.196441
May 11,92.29,0.028186,0.081312,100.59,0.008724,0.017499,82.87,0.049519,0.185042,87.61,0.079872,114.7,-0.024577,85.59,0.153038,74.31,0.50547,98.88,-0.015924,80.11,0.206476,90.12,0.096217,79.16,0.226526,88.79,0.08838,0.052759,98.9,0.019483,-0.026263,82.91,0.091208,-0.043986,116.51,-0.030457,-0.010744,77.07,0.2097,0.199177
Jun 11,95.78,0.037816,0.114758,106.04,0.05418,0.055124,83.89,0.012308,0.206009,96.29,0.136165,117.1,0.001625,88.04,0.179686,74.31,0.413006,104.22,0.060547,80.26,0.238771,88.66,0.14533,79.46,0.2437,93.3,0.110582,0.062627,101.95,0.053202,-0.013248,90.6,0.133634,-0.01669,114.45,-0.008146,-0.010296,83.27,0.203324,0.199936
Jul 11,94.64,-0.011902,0.123857,103.26,-0.026217,0.049497,83.36,-0.006318,0.260357,89.94,0.062869,117.7,0.03911,88.83,0.235982,67.93,0.233969,111.38,0.228275,81.31,0.271065,97.38,0.332148,78.24,0.27864,95.45,0.10808,0.069396,108.26,0.049743,-0.00389,92.86,0.062228,-0.005334,125.23,0.039944,-0.002634,80.62,0.21306,0.201899
Ago 11,96.76,0.022401,0.123549,105.92,0.02576,0.083027,85.94,0.03095,0.180819,92.49,0.11474,120.97,0.053837,92.52,0.231957,70.0,0.210863,116.49,0.24203,80.25,0.145283,107.91,0.443033,77.54,0.105503,97.39,0.143075,0.078855,103.4,0.09233,0.007657,91.86,0.121749,0.009763,116.11,0.067875,0.0059,90.43,0.218077,0.204215
Sep 11,94.64,-0.02191,0.087066,103.8,-0.020015,0.054342,83.89,-0.023854,0.131661,88.72,0.039972,121.03,0.062972,88.07,0.154562,69.22,0.167876,107.83,0.126986,80.39,0.116838,102.78,0.366755,77.99,0.085607,93.4,0.086299,0.079709,101.34,0.051572,0.012438,94.18,0.030303,0.012167,109.21,0.072368,0.012668,84.21,0.138742,0.196044
Oct 11,96.56,0.020287,0.093916,106.37,0.024759,0.074879,84.95,0.012636,0.119678,93.03,0.084645,121.25,0.063317,91.36,0.145436,66.86,-0.006981,116.49,0.288891,80.72,0.099428,86.4,0.042471,79.64,0.09066,100.26,0.09502,0.081376,111.46,0.078889,0.019383,91.42,0.079721,0.018776,133.52,0.078252,0.019893,87.29,0.11982,0.187183
Nov 11,97.38,0.008492,0.100588,108.66,0.021529,0.111839,84.64,-0.003649,0.094105,96.94,0.157769,121.7,0.071491,88.92,0.122019,64.8,0.003407,114.65,0.263779,80.53,0.071305,85.09,-0.041239,80.64,0.088406,105.57,0.112434,0.084524,114.93,0.134887,0.030116,99.85,0.191385,0.034016,131.54,0.091618,0.026838,94.73,0.082505,0.175099
Dic 11,98.89,0.015506,0.105781,108.4,-0.002393,0.104432,88.04,0.04017,0.125831,97.64,0.131533,120.85,0.079789,91.13,0.095708,64.36,-0.038111,123.11,0.224853,85.59,0.157404,109.57,0.461518,82.64,0.099667,112.69,0.101887,0.086235,121.36,0.104176,0.036902,103.51,0.122181,0.041824,141.02,0.090136,0.032798,102.65,0.098684,0.166714
Ene 12,96.9,-0.020123,0.062384,103.92,-0.041328,0.038162,88.91,0.009882,0.094681,92.48,0.075224,116.25,0.011485,94.91,0.148614,78.24,0.136714,113.89,0.138217,85.98,0.034533,92.27,-0.017254,82.55,0.071521,89.93,0.049113,0.049113,96.05,0.008823,0.008823,86.68,0.039204,0.039204,106.36,-0.017096,-0.017096,82.85,0.108658,0.108658
Feb 12,97.12,0.00227,0.091849,105.56,0.015781,0.067233,87.67,-0.013947,0.126719,91.7,0.077429,120.64,0.061224,92.05,0.110106,77.84,0.203649,108.16,0.049079,84.05,0.140899,95.63,0.362251,83.0,0.12238,91.71,0.11896,0.083254,101.65,0.077257,0.042887,91.93,0.104795,0.07196,112.36,0.053638,0.018013,80.2,0.186566,0.145658
Mar 12,96.33,-0.008134,0.089213,105.33,-0.002179,0.069775,86.18,-0.016996,0.111283,91.03,0.105404,121.04,0.047875,88.09,0.047942,72.19,0.012624,105.82,0.073661,84.9,0.170873,101.47,0.393245,82.95,0.14052,94.06,0.08028,0.082237,101.05,0.066603,0.05079,88.27,0.105171,0.082721,115.13,0.03618,0.024205,85.97,0.099642,0.129342
Abr 12,98.69,0.024499,0.099488,106.93,0.01519,0.072302,89.19,0.034927,0.129559,91.13,0.042439,124.58,0.101503,92.47,0.124255,72.91,0.093103,114.57,0.155522,86.6,0.136781,117.35,0.530386,82.71,0.078076,93.75,0.086705,0.083368,104.16,0.062424,0.053773,94.1,0.029766,0.068399,115.22,0.093376,0.041104,81.7,0.124725,0.128198
May 12,98.09,-0.00608,0.062845,107.47,0.00505,0.068396,87.53,-0.018612,0.056233,91.37,0.042917,124.84,0.088405,94.63,0.10562,78.07,0.050599,112.62,0.138956,82.22,0.026339,89.72,-0.004439,81.31,0.02716,95.96,0.080752,0.082827,105.91,0.07088,0.057288,87.61,0.056688,0.066092,126.05,0.081881,0.049776,84.44,0.095627,0.121418
Jun 12,96.52,-0.016006,0.007726,105.06,-0.022425,-0.009242,86.39,-0.013024,0.029801,88.45,-0.081421,123.57,0.055252,91.49,0.039187,76.02,0.023012,108.31,0.039244,83.01,0.034264,99.6,0.123393,81.25,0.022527,93.12,-0.001929,0.06771,100.6,-0.013242,0.044959,83.15,-0.08223,0.039814,119.82,0.04692,0.049283,84.44,0.014051,0.101702
Jul 12,99.6,0.03191,0.052409,108.89,0.036455,0.054523,87.63,0.014354,0.051224,97.56,0.084723,121.69,0.0339,96.98,0.091748,82.62,0.216252,112.96,0.014186,81.7,0.004796,90.38,-0.071883,80.01,0.022623,101.0,0.058146,0.066234,114.17,0.054591,0.046467,99.97,0.076567,0.045462,129.81,0.036573,0.047262,85.74,0.063508,0.095937
Ago 12,97.28,-0.023293,0.005374,105.96,-0.026908,0.000378,87.2,-0.004907,0.014661,92.62,0.001406,120.74,-0.001901,91.66,-0.009295,77.41,0.105857,107.01,-0.08138,83.57,0.041371,98.58,-0.086461,82.15,0.059453,97.9,0.005237,0.057937,103.97,0.005513,0.041139,92.29,0.004681,0.04008,116.83,0.006201,0.041986,90.86,0.004755,0.082734
Sep 12,99.59,0.023746,0.052303,107.28,0.012458,0.033526,90.96,0.043119,0.084277,93.82,0.057484,121.95,0.007601,100.13,0.136937,83.18,0.201676,117.67,0.091255,83.56,0.039433,91.91,-0.10576,82.43,0.05693,96.66,0.034904,0.055279,105.07,0.036807,0.040649,99.6,0.057549,0.042162,111.09,0.017215,0.039315,86.92,0.032181,0.076728
Oct 12,97.06,-0.025404,0.005178,105.2,-0.019389,-0.010999,87.56,-0.037379,0.030724,89.91,-0.033538,121.78,0.004371,91.18,-0.00197,76.5,0.144182,105.42,-0.09503,84.3,0.044351,96.73,0.11956,82.81,0.039804,103.54,0.032715,0.052792,110.75,-0.00637,0.035448,89.24,-0.023846,0.035318,134.44,0.00689,0.035538,95.18,0.090388,0.078226
Nov 12,98.12,0.010921,0.007599,105.29,0.000856,-0.031014,89.71,0.024555,0.059901,94.47,-0.02548,117.27,-0.036401,95.71,0.076361,82.37,0.271142,109.72,-0.043,85.03,0.05588,102.66,0.206487,82.69,0.025422,107.06,0.014114,0.04877,112.69,-0.01949,0.029824,97.96,-0.018928,0.0298,128.91,-0.019994,0.029822,100.54,0.061332,0.076429
Dic 12,94.27,-0.039238,-0.046719,102.09,-0.030392,-0.05821,85.25,-0.049716,-0.03169,83.96,-0.140107,121.21,0.002979,87.61,-0.038626,78.96,0.226849,96.85,-0.213305,83.48,-0.024652,96.42,-0.120015,81.03,-0.019482,105.29,-0.065667,0.037336,114.38,-0.057515,0.021303,88.64,-0.143658,0.013253,142.73,0.012126,0.028063,94.77,-0.076766,0.060599
Ene 13,94.66,0.004137,-0.023117,103.04,0.009306,-0.008468,85.39,0.001642,-0.039591,89.43,-0.03298,117.71,0.012559,86.69,-0.086608,80.25,0.02569,94.74,-0.168145,84.8,-0.013724,99.82,0.081825,82.61,0.000727,87.98,-0.021684,-0.021684,93.03,-0.031442,-0.031442,80.81,-0.06772,-0.06772,106.48,0.001128,0.001128,82.14,-0.00857,-0.00857
Feb 13,96.99,0.024614,-0.001339,103.65,0.00592,-0.018094,89.5,0.048132,0.020874,92.46,0.008288,115.41,-0.043352,91.78,-0.002933,85.76,0.101747,98.39,-0.090329,87.79,0.044497,115.71,0.209976,84.36,0.016386,90.58,-0.012321,-0.016957,100.56,-0.010723,-0.020789,94.4,0.026868,-0.019036,107.34,-0.044678,-0.022403,79.01,-0.014838,-0.011653
Mar 13,96.32,-0.006908,-0.000104,101.65,-0.019296,-0.034938,90.21,0.007933,0.046763,90.35,-0.00747,114.23,-0.056262,94.86,0.076853,85.5,0.184375,103.49,-0.022019,86.99,0.024617,95.26,-0.0612,86.53,0.043159,88.08,-0.063576,-0.032862,94.36,-0.066205,-0.036151,84.74,-0.039991,-0.025967,104.95,-0.088422,-0.04517,80.8,-0.060137,-0.028391
Abr 13,93.46,-0.029693,-0.052994,98.28,-0.033153,-0.080894,87.89,-0.025718,-0.014576,83.57,-0.082958,114.82,-0.078343,90.06,-0.026063,82.26,0.12824,98.55,-0.139827,85.83,-0.008891,97.36,-0.170345,84.01,0.015718,94.71,0.01024,-0.021924,98.16,-0.057604,-0.041697,89.41,-0.049841,-0.03219,107.78,-0.064572,-0.050148,90.72,0.110404,0.005896
May 13,95.07,0.017227,-0.030788,102.78,0.045788,-0.04364,86.24,-0.018773,-0.014738,92.65,0.014009,114.08,-0.08619,88.26,-0.067315,82.04,0.050852,94.58,-0.160185,84.31,0.02542,93.78,0.045252,83.57,0.027795,92.9,-0.031888,-0.023979,101.41,-0.042489,-0.041862,89.92,0.026367,-0.020754,114.06,-0.095121,-0.060005,83.03,-0.016698,0.001301
Jun 13,91.77,-0.034711,-0.049213,97.11,-0.055166,-0.075671,85.76,-0.005566,-0.007293,83.83,-0.052233,112.26,-0.091527,87.94,-0.038802,80.25,0.055643,96.52,-0.108854,84.57,0.018793,91.88,-0.07751,83.53,0.028062,87.29,-0.062607,-0.030419,92.77,-0.077833,-0.0478,78.92,-0.050872,-0.025464,108.01,-0.098565,-0.066653,80.94,-0.04145,-0.005925
Jul 13,93.73,0.021358,-0.058936,99.06,0.02008,-0.090275,86.82,0.01236,-0.009243,82.4,-0.155392,118.17,-0.028926,87.06,-0.102289,81.52,-0.013314,94.79,-0.160853,85.81,0.050306,98.49,0.089732,84.25,0.052993,96.24,-0.047129,-0.032978,103.65,-0.092143,-0.054796,83.26,-0.16715,-0.047886,126.1,-0.02858,-0.060661,87.66,0.022393,-0.001777
Ago 13,91.77,-0.020911,-0.056641,99.58,0.005249,-0.060211,82.76,-0.046763,-0.050917,85.64,-0.075362,114.93,-0.04812,84.59,-0.077133,76.69,-0.009301,93.74,-0.124007,81.76,-0.021658,86.05,-0.127105,80.74,-0.017164,92.02,-0.060061,-0.036479,98.47,-0.0529,-0.054558,86.03,-0.06783,-0.050428,112.16,-0.039973,-0.058094,84.55,-0.069448,-0.01087
Sep 13,91.58,-0.00207,-0.08043,97.92,-0.01667,-0.087248,83.9,0.013775,-0.077617,85.16,-0.092304,111.86,-0.082739,86.68,-0.134325,75.59,-0.091248,98.62,-0.161893,81.96,-0.019148,91.84,-0.000762,80.52,-0.023171,89.65,-0.072522,-0.040558,96.94,-0.077377,-0.057129,91.64,-0.07992,-0.053995,102.78,-0.074804,-0.059857,81.21,-0.065693,-0.017114
Oct 13,91.96,0.004149,-0.052545,100.2,0.023284,-0.047529,82.84,-0.012634,-0.053906,85.95,-0.044044,115.55,-0.051158,83.18,-0.087739,70.97,-0.072288,95.94,-0.089926,82.54,-0.020878,89.56,-0.074124,81.52,-0.015578,98.43,-0.049353,-0.041509,105.01,-0.051828,-0.056566,85.59,-0.040901,-0.052715,126.38,-0.059952,-0.059868,90.81,-0.045913,-0.020308
Nov 13,91.0,-0.010439,-0.072564,99.65,-0.005489,-0.053566,81.15,-0.020401,-0.095419,85.16,-0.09855,115.19,-0.017737,80.66,-0.157246,71.53,-0.131601,91.17,-0.169067,82.03,-0.035282,96.79,-0.057179,80.07,-0.031685,98.83,-0.076873,-0.045065,106.6,-0.054042,-0.05632,86.53,-0.11668,-0.058914,128.69,-0.001707,-0.054171,89.82,-0.106624,-0.029358
Dic 13,93.92,0.032088,-0.003713,101.35,0.01706,-0.007249,85.52,0.053851,0.003167,88.9,0.058838,114.74,-0.053378,84.09,-0.040178,73.98,-0.06307,95.8,-0.010842,87.0,0.042166,91.7,-0.048952,85.51,0.055288,105.32,0.000285,-0.040984,113.41,-0.008481,-0.052013,92.84,0.047383,-0.050344,136.06,-0.046732,-0.053443,95.95,0.012451,-0.025598
Ene 14,91.72,-0.023424,-0.031059,98.44,-0.028712,-0.044643,83.85,-0.019528,-0.018035,85.17,-0.047635,112.73,-0.042307,84.52,-0.025032,68.82,-0.14243,100.6,0.061853,82.99,-0.021344,101.4,0.015828,82.46,-0.001816,84.47,-0.039895,-0.039895,87.87,-0.055466,-0.055466,75.44,-0.066452,-0.066452,101.56,-0.046206,-0.046206,80.52,-0.019722,-0.019722
Feb 14,94.66,0.032054,-0.024023,101.79,0.034031,-0.017945,86.37,0.030054,-0.034972,90.92,-0.016656,113.19,-0.019236,84.8,-0.076051,74.3,-0.133629,95.72,-0.027137,87.64,-0.001709,94.69,-0.181661,86.65,0.027146,88.48,-0.023184,-0.031418,99.09,-0.014618,-0.034248,92.91,-0.015784,-0.039153,105.9,-0.013415,-0.029745,76.19,-0.035692,-0.027552
Mar 14,95.56,0.009508,-0.00789,102.13,0.00334,0.004722,87.81,0.016672,-0.026605,92.96,0.028888,112.52,-0.01497,89.29,-0.058718,77.71,-0.091111,100.3,-0.030824,86.86,-0.001494,99.55,0.045035,84.37,-0.024962,92.11,0.045754,-0.005926,98.33,0.042073,-0.009238,91.36,0.078121,-0.000923,106.0,0.010005,-0.016658,84.9,0.050743,-0.001405
Abr 14,95.51,-0.000523,0.021935,102.42,0.00284,0.042125,87.66,-0.001708,-0.002617,92.36,0.105181,112.77,-0.017854,89.03,-0.011437,81.73,-0.006443,97.1,-0.014713,86.43,0.006991,86.97,-0.106717,86.75,0.032615,92.19,-0.026608,-0.011346,99.28,0.01141,-0.003989,97.06,0.085561,0.02121,101.73,-0.056133,-0.026632,83.98,-0.074295,-0.021282
May 14,95.22,-0.003036,0.001578,101.51,-0.008885,-0.012356,88.27,0.006959,0.023539,91.55,-0.011873,112.61,-0.012886,89.79,0.017335,81.52,-0.006338,97.33,0.029076,87.45,0.037244,103.54,0.104073,85.0,0.017111,92.33,-0.006136,-0.010281,100.17,-0.012228,-0.005702,89.82,-0.001112,0.016641,111.56,-0.021918,-0.025638,83.26,0.00277,-0.016478
Jun 14,95.72,0.005251,0.043042,103.7,0.021574,0.067861,86.1,-0.024584,0.003965,92.02,0.097698,116.82,0.04062,90.58,0.03002,84.51,0.053084,97.12,0.006216,83.1,-0.017382,93.88,0.021768,81.74,-0.021429,91.66,0.050063,-0.000554,99.06,0.067802,0.006049,86.91,0.101242,0.029525,112.44,0.041015,-0.014539,83.09,0.026563,-0.009464
Jul 14,94.29,-0.014939,0.005975,100.65,-0.029412,0.016051,87.1,0.011614,0.003225,86.14,0.045388,117.24,-0.00787,86.11,-0.010912,81.73,0.002576,92.33,-0.025952,87.1,0.015033,102.04,0.036044,85.03,0.009258,96.53,0.003013,-1.6e-05,104.54,0.008587,0.006433,86.22,0.035551,0.030359,124.73,-0.010864,-0.013941,87.25,-0.004677,-0.008746
Ago 14,95.5,0.012833,0.040645,102.3,0.016393,0.027315,87.79,0.007922,0.060778,87.43,0.020901,118.91,0.03463,88.93,0.051306,83.27,0.0858,95.16,0.015148,86.66,0.059932,99.0,0.150494,85.1,0.054,94.76,0.029776,0.003741,101.24,0.02813,0.009164,87.49,0.016971,0.028684,116.37,0.037536,-0.007431,87.27,0.03217,-0.003573
Sep 14,94.56,-0.009843,0.03254,102.21,-0.00088,0.043811,85.4,-0.027224,0.017878,85.99,0.009746,120.91,0.080905,86.99,0.003576,81.89,0.083344,93.27,-0.054249,84.05,0.0255,98.6,0.073606,81.96,0.017884,94.49,0.053988,0.009238,102.62,0.058593,0.014613,93.54,0.020733,0.027749,112.62,0.095738,0.003284,85.08,0.047654,0.001973
